DESTINATION_CLEAN,IATA_CODE,AIRLINE_CLEAN,AIRCRAFT_SHORT,CANCELED,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES
Antalya,AYT,Edelweiss Air,A320,False,2025-05-03 05:45:00,06:00,2025-05-03 06:00:00,15
Pristina,PRN,Chair Airlines,A320,False,2025-05-03 05:45:00,06:02,2025-05-03 06:02:00,17
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-03 06:00:00,06:05,2025-05-03 06:05:00,5
Catania,CTA,Swiss,A320,False,2025-05-03 06:00:00,06:07,2025-05-03 06:07:00,7
Tenerife,TFS,Edelweiss Air,A320,False,2025-05-03 06:10:00,06:31,2025-05-03 06:31:00,21
Funchal,FNC,Edelweiss Air,A320,False,2025-05-03 06:10:00,06:28,2025-05-03 06:28:00,18
Porto,OPO,Swiss,BCS3,False,2025-05-03 06:20:00,06:36,2025-05-03 06:36:00,16
Lisbon,LIS,TAP Air Portugal,A321,False,2025-05-03 06:20:00,06:44,2025-05-03 06:44:00,24
Larnaca,LCA,Edelweiss Air,A320,False,2025-05-03 06:25:00,06:42,2025-05-03 06:42:00,17
Cagliari,CAG,Edelweiss Air,A320,False,2025-05-03 06:25:00,07:41,2025-05-03 07:41:00,76
Pristina,PRN,Edelweiss Air,A359,False,2025-05-03 06:25:00,06:37,2025-05-03 06:37:00,12
Tromso,TOS,Edelweiss Air,A320,False,2025-05-03 06:30:00,06:34,2025-05-03 06:34:00,4
Hurghada,HRG,Chair Airlines,A320,False,2025-05-03 06:30:00,06:51,2025-05-03 06:51:00,21
Larnaca,LCA,Chair Airlines,A319,False,2025-05-03 06:30:00,06:46,2025-05-03 06:46:00,16
Dublin,DUB,Helvetic Airways,E290,False,2025-05-03 06:35:00,06:47,2025-05-03 06:47:00,12
Sharm el-Sheikh,SSH,Edelweiss Air,A320,False,2025-05-03 06:40:00,06:56,2025-05-03 06:56:00,16
Palma de Mallorca,PMI,Swiss,A21N,False,2025-05-03 06:45:00,06:59,2025-05-03 06:59:00,14
Sofia,SOF,Helvetic Airways,E290,False,2025-05-03 06:50:00,07:10,2025-05-03 07:10:00,20
Brindisi,BDS,Swiss,A21N,False,2025-05-03 06:50:00,07:01,2025-05-03 07:01:00,11
Cluj-Napoca,CLJ,Swiss,BCS1,False,2025-05-03 06:50:00,07:20,2025-05-03 07:20:00,30
Frankfurt,FRA,Helvetic Airways,E195,False,2025-05-03 06:55:00,07:08,2025-05-03 07:08:00,13
Belgrade,BEG,Air Baltic,BCS3,False,2025-05-03 06:55:00,07:04,2025-05-03 07:04:00,9
Madrid,MAD,Helvetic Airways,E295,False,2025-05-03 06:55:00,07:10,2025-05-03 07:10:00,15
Amsterdam,AMS,KLM,B738,False,2025-05-03 07:00:00,07:15,2025-05-03 07:15:00,15
Krakow,KRK,Helvetic Airways,E190,False,2025-05-03 07:00:00,07:23,2025-05-03 07:23:00,23
Sarajevo,SJJ,Swiss,BCS3,False,2025-05-03 07:00:00,07:19,2025-05-03 07:19:00,19
Palermo,PMO,Swiss,BCS3,False,2025-05-03 07:00:00,07:30,2025-05-03 07:30:00,30
