DESTINATION,IATA_CODE,AIRLINE,AIRCRAFT,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES,WEATHER,TEMP,DEST_CODE,AIRLINE_CODE,AIRCRAFT_CODE
Florence,FLR,Swiss,BCS1,2025-04-30 08:35:00,08:47,2025-04-30 08:47:00,12,1,10.9,60,88,23
Graz,GRZ,GlobeAir,C510,2025-04-30 08:30:00,08:42,2025-04-30 08:42:00,12,1,10.9,68,55,29
Rome,FCO,easyJet,A319,2025-04-30 08:30:00,08:40,2025-04-30 08:40:00,10,1,10.9,142,98,2
Berlin,BER,Swiss,A320,2025-04-30 08:15:00,08:28,2025-04-30 08:28:00,13,1,10.9,18,88,3
Frankfurt,FRA,Lufthansa,A320,2025-04-30 08:15:00,08:38,2025-04-30 08:38:00,23,1,10.9,61,69,3
Blackbushe,BBS,FlyWales,BE20,2025-04-30 08:10:00,08:19,2025-04-30 08:19:00,9,1,10.9,22,51,25
London,LCY,Swiss,BCS1,2025-04-30 08:10:00,08:16,2025-04-30 08:16:00,6,1,10.9,92,88,23
Faro,FAO,Swiss Air,CL60,2025-04-30 08:05:00,08:01,2025-04-30 08:01:00,-4,1,10.9,59,89,35
Berlin,BER,easyJet,A320,2025-04-30 08:05:00,08:24,2025-04-30 08:24:00,19,1,10.9,18,98,3
Cologne,CGN,Eurowings,A320,2025-04-30 08:05:00,08:17,2025-04-30 08:17:00,12,1,10.9,43,45,3
Frankfurt,FRA,Condor,A320,2025-04-30 08:00:00,08:22,2025-04-30 08:22:00,22,1,10.9,61,29,3
Hamburg,HAM,Swiss,BCS1,2025-04-30 08:30:00,08:49,2025-04-30 08:49:00,19,1,10.9,69,88,23
Paris,LBG,NetJets Europe,GLEX,2025-04-30 08:30:00,08:45,2025-04-30 08:45:00,15,1,10.9,126,73,50
Thessaloniki,SKG,Aegean Airlines,A320,2025-04-30 09:15:00,09:22,2025-04-30 09:22:00,7,1,14.2,167,2,3
Palma de Mallorca,PMI,easyJet,A319,2025-04-30 09:55:00,10:40,2025-04-30 10:40:00,45,1,14.2,125,98,2
Chicago,ORD,United Airlines,B763,2025-04-30 09:50:00,10:13,2025-04-30 10:13:00,23,1,14.2,41,94,16
Miami,MIA,Swiss,A333,2025-04-30 09:50:00,10:14,2025-04-30 10:14:00,24,1,14.2,107,88,6
Malaga,AGP,easyJet,A320,2025-04-30 09:45:00,10:05,2025-04-30 10:05:00,20,1,14.2,98,98,3
Porto,OPO,Swiss,A320,2025-04-30 09:45:00,10:07,2025-04-30 10:07:00,22,1,14.2,132,88,3
Mumbai,BOM,Swiss,A333,2025-04-30 09:45:00,10:23,2025-04-30 10:23:00,38,1,14.2,110,88,6
Antalya,AYT,SunExpress,B738,2025-04-30 09:40:00,10:48,2025-04-30 10:48:00,68,1,14.2,6,87,14
Thessaloniki,SKG,Air Baltic,BCS3,2025-04-30 09:15:00,09:27,2025-04-30 09:27:00,12,1,14.2,167,5,24
Barcelona,BCN,Vueling,A321,2025-04-30 09:40:00,09:52,2025-04-30 09:52:00,12,1,14.2,13,96,4
Doha,DOH,Qatar Airways,A359,2025-04-30 09:40:00,09:58,2025-04-30 09:58:00,18,1,14.2,50,77,8
Malaga,AGP,Swiss,A321,2025-04-30 09:40:00,10:11,2025-04-30 10:11:00,31,1,14.2,98,88,4
Marsa Alam,RMF,Edelweiss Air,A320,2025-04-30 09:35:00,09:55,2025-04-30 09:55:00,20,1,14.2,104,34,3
Bogota,BOG,Edelweiss Air,A343,2025-04-30 09:35:00,10:16,2025-04-30 10:16:00,41,1,14.2,23,34,7
Belgrade,BEG,Bulgaria Air,E190,2025-04-30 09:30:00,14:17,2025-04-30 14:17:00,287,1,14.2,16,24,41
Stuttgart,STR,Swiss,BCS3,2025-04-30 09:30:00,09:38,2025-04-30 09:38:00,8,1,14.2,158,88,24
Munich,MUC,Helvetic Airways,E290,2025-04-30 09:30:00,09:47,2025-04-30 09:47:00,17,1,14.2,111,57,43
Frankfurt,FRA,Air Dolomiti,E190,2025-04-30 09:30:00,09:34,2025-04-30 09:34:00,4,1,14.2,61,8,41
Athens,ATH,Air Baltic,BCS3,2025-04-30 09:25:00,09:50,2025-04-30 09:50:00,25,1,14.2,8,5,24
Ra'sal-Khaymah,RKT,Swiss Air,CL60,2025-04-30 09:20:00,09:54,2025-04-30 09:54:00,34,1,14.2,137,89,35
Lisbon,LIS,Swiss,A20N,2025-04-30 09:20:00,10:01,2025-04-30 10:01:00,41,1,14.2,90,88,0
Amsterdam,AMS,KLM,B739,2025-04-30 09:20:00,09:37,2025-04-30 09:37:00,17,1,14.2,5,65,15
Berlin,BER,Eurowings,A20N,2025-04-30 09:05:00,09:16,2025-04-30 09:16:00,11,1,14.2,18,45,0
Hamburg,HAM,Eurowings,A319,2025-04-30 09:05:00,09:19,2025-04-30 09:19:00,14,1,14.2,69,45,2
Geneva,GVA,Swiss,A320,2025-04-30 09:10:00,09:25,2025-04-30 09:25:00,15,1,14.2,65,88,3
Milan,MXP,Swiss,A320,2025-04-30 09:00:00,09:08,2025-04-30 09:08:00,8,1,14.2,108,88,3
Brussels,BRU,Air Baltic,BCS3,2025-04-30 09:00:00,09:21,2025-04-30 09:21:00,21,1,14.2,32,5,24
London,LCY,British Airways,E190,2025-04-30 10:05:00,10:20,2025-04-30 10:20:00,15,1,16.7,92,22,41
Atlanta,ATL,Delta Air Lines,B763,2025-04-30 10:10:00,10:29,2025-04-30 10:29:00,19,1,16.7,9,33,16
New York,EWR,United Airlines,B763,2025-04-30 10:10:00,10:32,2025-04-30 10:32:00,22,1,16.7,115,94,16
London,LHR,British Airways,A20N,2025-04-30 10:15:00,10:26,2025-04-30 10:26:00,11,1,16.7,92,22,0
Copenhagen,CPH,SAS,A20N,2025-04-30 10:20:00,10:35,2025-04-30 10:35:00,15,1,16.7,45,80,0
London,LGW,easyJet,A319,2025-04-30 10:25:00,10:38,2025-04-30 10:38:00,13,1,16.7,92,98,2
Warsaw,WAW,LOT,E295,2025-04-30 10:30:00,10:45,2025-04-30 10:45:00,15,1,16.7,177,68,44
London,LHR,Swiss,A20N,2025-04-30 10:30:00,10:47,2025-04-30 10:47:00,17,1,16.7,92,88,0
Rome,FCO,ITA Airways,A21N,2025-04-30 10:40:00,10:57,2025-04-30 10:57:00,17,1,16.7,142,58,1
Sofia,SOF,Bulgaria Air,BCS1,2025-04-30 10:40:00,10:52,2025-04-30 10:52:00,12,1,16.7,155,24,23
Oslo,OSL,Helvetic Airways,E295,2025-04-30 10:40:00,11:13,2025-04-30 11:13:00,33,1,16.7,122,57,44
Vienna,VIE,Austrian Airlines,A320,2025-04-30 10:40:00,10:50,2025-04-30 10:50:00,10,1,16.7,175,19,3
Dublin,DUB,Swiss,BCS3,2025-04-30 10:50:00,11:10,2025-04-30 11:10:00,20,1,16.7,53,88,24
Istanbul,IST,Turkish Airlines,A333,2025-04-30 10:50:00,11:06,2025-04-30 11:06:00,16,1,16.7,76,93,6
Palma de Mallorca,PMI,Swiss,A20N,2025-04-30 10:00:00,10:36,2025-04-30 10:36:00,36,1,16.7,125,88,0
New York,JFK,Swiss,A333,2025-04-30 10:00:00,10:30,2025-04-30 10:30:00,30,1,16.7,115,88,6
Alicante,ALC,easyJet,A319,2025-04-30 10:00:00,10:25,2025-04-30 10:25:00,25,1,16.7,3,98,2
Istanbul,SAW,Pegasus,A21N,2025-04-30 11:40:00,12:11,2025-04-30 12:11:00,31,1,19.1,76,76,1
Marseille,MRS,Excellent Air,C25B,2025-04-30 11:20:00,11:46,2025-04-30 11:46:00,26,1,19.1,105,46,27
Paris,CDG,Air France,BCS3,2025-04-30 11:20:00,11:56,2025-04-30 11:56:00,36,1,19.1,126,10,24
Frankfurt,FRA,Lufthansa,A320,2025-04-30 11:20:00,11:38,2025-04-30 11:38:00,18,1,19.1,61,69,3
Dublin,DUB,Aer Lingus,A320,2025-04-30 11:15:00,11:51,2025-04-30 11:51:00,36,1,19.1,53,3,3
Lisbon,LIS,easyJet,A21N,2025-04-30 11:15:00,11:53,2025-04-30 11:53:00,38,1,19.1,90,98,1
Abu Dhabi,AUH,Etihad Airways,B789,2025-04-30 11:15:00,11:17,2025-04-30 11:17:00,2,1,19.1,0,41,22
Athens,ATH,Aegean Airlines,A20N,2025-04-30 11:15:00,11:25,2025-04-30 11:25:00,10,1,19.1,8,2,0
Antwerp,ANR,European Aircraft Private Club,PC12,2025-04-30 11:10:00,11:29,2025-04-30 11:29:00,19,1,19.1,7,43,53
Madrid,MAD,Air Europa,B738,2025-04-30 11:10:00,11:32,2025-04-30 11:32:00,22,1,19.1,97,9,14
Antalya,AYT,Pegasus,A20N,2025-04-30 11:05:00,11:15,2025-04-30 11:15:00,10,1,19.1,6,76,0
Palma de Mallorca,PMI,Chair Airlines,A319,2025-04-30 11:30:00,11:49,2025-04-30 11:49:00,19,1,19.1,125,26,2
Palma de Mallorca,PMI,Edelweiss Air,A320,2025-04-30 11:25:00,11:42,2025-04-30 11:42:00,17,1,19.1,125,34,3
Tel Aviv,TLV,El Al,B738,2025-04-30 11:35:00,12:34,2025-04-30 12:34:00,59,1,19.1,165,36,14
Istanbul,SAW,Pegasus,A21N,2025-04-30 11:35:00,11:48,2025-04-30 11:48:00,13,1,19.1,76,76,1
Tirana,TIA,Helvetic Airways,E190,2025-04-30 11:40:00,12:06,2025-04-30 12:06:00,26,1,19.1,168,57,41
Avignon,AVN,NetJets Europe,E55P,2025-04-30 11:25:00,11:44,2025-04-30 11:44:00,19,1,19.1,10,73,48
Istanbul,SAW,BBN Airlines,A321,2025-04-30 11:40:00,12:44,2025-04-30 12:44:00,64,1,19.1,76,21,4
Washington,IAD,United Airlines,B763,2025-04-30 11:55:00,12:15,2025-04-30 12:15:00,20,1,19.1,178,94,16
Tel Aviv,TLV,Swiss,A333,2025-04-30 11:50:00,12:42,2025-04-30 12:42:00,52,1,19.1,165,88,6
London,LCY,Swiss,BCS1,2025-04-30 11:50:00,12:13,2025-04-30 12:13:00,23,1,19.1,92,88,23
Amsterdam,AMS,KLM,B738,2025-04-30 11:50:00,12:14,2025-04-30 12:14:00,24,1,19.1,5,65,14
Geneva,GVA,Swiss,BCS3,2025-04-30 11:55:00,12:38,2025-04-30 12:38:00,43,1,19.1,65,88,24
Singapore,SIN,Singapore Airlines,B77W,2025-04-30 11:45:00,12:03,2025-04-30 12:03:00,18,1,19.1,153,83,20
Zagreb,ZAG,Croatia Airlines,DH8D,2025-04-30 11:45:00,11:57,2025-04-30 11:57:00,12,1,19.1,181,31,39
Philadelphia,PHL,American Airlines,B788,2025-04-30 11:45:00,12:04,2025-04-30 12:04:00,19,1,19.1,127,17,21
Madrid,MAD,Iberia,A321,2025-04-30 11:50:00,12:18,2025-04-30 12:18:00,28,1,19.1,97,59,4
Luxembourg,LUX,Helvetic Airways,E295,2025-04-30 12:25:00,12:49,2025-04-30 12:49:00,24,1,20.3,95,57,44
Hannover,HAJ,Helvetic Airways,E190,2025-04-30 12:25:00,13:00,2025-04-30 13:00:00,35,1,20.3,70,57,41
Gdansk,GDN,Air Baltic,BCS3,2025-04-30 12:15:00,12:39,2025-04-30 12:39:00,24,1,20.3,64,5,24
Belgrade,BEG,Swiss,A20N,2025-04-30 12:15:00,12:46,2025-04-30 12:46:00,31,1,20.3,16,88,0
Stockholm,ARN,Swiss,A320,2025-04-30 12:20:00,12:30,2025-04-30 12:30:00,10,1,20.3,157,88,3
Naples,NAP,Swiss,BCS3,2025-04-30 12:20:00,12:55,2025-04-30 12:55:00,35,1,20.3,113,88,24
Barcelona,BCN,Swiss,A321,2025-04-30 12:20:00,13:14,2025-04-30 13:14:00,54,1,20.3,13,88,4
Budapest,BUD,Swiss,A320,2025-04-30 12:25:00,12:52,2025-04-30 12:52:00,27,1,20.3,34,88,3
Warsaw,WAW,Air Baltic,BCS3,2025-04-30 12:15:00,12:32,2025-04-30 12:32:00,17,1,20.3,177,5,24
Dubai,DXB,Swiss,B77W,2025-04-30 12:30:00,13:09,2025-04-30 13:09:00,39,1,20.3,52,88,20
Amsterdam,AMS,Swiss,BCS1,2025-04-30 12:30:00,12:54,2025-04-30 12:54:00,24,1,20.3,5,88,23
Copenhagen,CPH,Swiss,A320,2025-04-30 12:30:00,12:57,2025-04-30 12:57:00,27,1,20.3,45,88,3
Hurghada,HRG,Edelweiss Air,A320,2025-04-30 12:30:00,12:56,2025-04-30 12:56:00,26,1,20.3,74,34,3
Hamburg,HAM,Swiss,A321,2025-04-30 12:35:00,12:58,2025-04-30 12:58:00,23,1,20.3,69,88,4
Bologna,BLQ,Helvetic Airways,E195,2025-04-30 12:35:00,13:15,2025-04-30 13:15:00,40,1,20.3,24,57,42
Nice,NCE,Swiss,BCS3,2025-04-30 12:35:00,13:06,2025-04-30 13:06:00,31,1,20.3,116,88,24
Berlin,BER,Swiss,A21N,2025-04-30 12:40:00,13:11,2025-04-30 13:11:00,31,1,20.3,18,88,1
Stuttgart,STR,Helvetic Airways,E190,2025-04-30 12:40:00,13:23,2025-04-30 13:23:00,43,1,20.3,158,57,41
Vienna,VIE,Helvetic Airways,E295,2025-04-30 12:25:00,12:50,2025-04-30 12:50:00,25,1,20.3,175,57,44
Paris,CDG,Air Baltic,BCS3,2025-04-30 12:45:00,13:02,2025-04-30 13:02:00,17,1,20.3,126,5,24
Prague,PRG,Swiss,BCS3,2025-04-30 12:45:00,13:07,2025-04-30 13:07:00,22,1,20.3,133,88,24
Rome,FCO,Swiss,A20N,2025-04-30 12:45:00,13:22,2025-04-30 13:22:00,37,1,20.3,142,88,0
Washington,IAD,Swiss,A333,2025-04-30 12:50:00,13:34,2025-04-30 13:34:00,44,1,20.3,178,88,6
Frankfurt,FRA,Swiss,BCS3,2025-04-30 12:50:00,13:53,2025-04-30 13:53:00,63,1,20.3,61,88,24
Lisbon,LIS,Swiss,A321,2025-04-30 12:50:00,13:44,2025-04-30 13:44:00,54,1,20.3,90,88,4
Brussels,BRU,Swiss,BCS1,2025-04-30 12:55:00,13:13,2025-04-30 13:13:00,18,1,20.3,32,88,23
Florence,FLR,Helvetic Airways,E290,2025-04-30 12:55:00,13:58,2025-04-30 13:58:00,63,1,20.3,60,57,43
Venice,VCE,Helvetic Airways,E195,2025-04-30 12:55:00,13:20,2025-04-30 13:20:00,25,1,20.3,174,57,42
Sharm el-Sheikh,SSH,Edelweiss Air,A320,2025-04-30 12:55:00,13:21,2025-04-30 13:21:00,26,1,20.3,152,34,3
Dusseldorf,DUS,Helvetic Airways,E290,2025-04-30 12:45:00,13:04,2025-04-30 13:04:00,19,1,20.3,55,57,43
Palma de Mallorca,PMI,Swiss,A21N,2025-04-30 12:10:00,12:35,2025-04-30 12:35:00,25,1,20.3,125,88,1
Montreal,YUL,Swiss,A333,2025-04-30 12:40:00,13:17,2025-04-30 13:17:00,37,1,20.3,109,88,6
Delhi,DEL,Swiss,A333,2025-04-30 12:10:00,12:40,2025-04-30 12:40:00,30,1,20.3,48,88,6
Gothenburg,GOT,Helvetic Airways,E295,2025-04-30 12:00:00,12:19,2025-04-30 12:19:00,19,1,20.3,66,57,44
Palermo,PMO,Swiss,A21N,2025-04-30 12:00:00,12:21,2025-04-30 12:21:00,21,1,20.3,124,88,1
Bucharest,OTP,Air Baltic,BCS3,2025-04-30 12:00:00,12:24,2025-04-30 12:24:00,24,1,20.3,33,5,24
Kosice,KSC,Helvetic Airways,E195,2025-04-30 12:10:00,12:28,2025-04-30 12:28:00,18,1,20.3,83,57,42
Brindisi,BDS,Swiss,A320,2025-04-30 12:05:00,12:27,2025-04-30 12:27:00,22,1,20.3,29,88,3
Valencia,VLC,Swiss,A20N,2025-04-30 12:05:00,12:22,2025-04-30 12:22:00,17,1,20.3,173,88,0
Athens,ATH,Swiss,A320,2025-04-30 12:05:00,12:48,2025-04-30 12:48:00,43,1,20.3,8,88,3
London,LHR,Swiss,BCS3,2025-04-30 12:05:00,12:25,2025-04-30 12:25:00,20,1,20.3,92,88,24
San Jose,SJO,Edelweiss Air,A343,2025-04-30 13:10:00,13:47,2025-04-30 13:47:00,37,1,22.0,146,34,7
Geneva,GVA,Swiss,BCS1,2025-04-30 13:00:00,13:25,2025-04-30 13:25:00,25,1,22.0,65,88,23
Chicago,ORD,Swiss,A333,2025-04-30 13:05:00,13:31,2025-04-30 13:31:00,26,1,22.0,41,88,6
Los Angeles,LAX,Swiss,B77W,2025-04-30 13:05:00,13:32,2025-04-30 13:32:00,27,1,22.0,93,88,20
Miami,MIA,Swiss,B77W,2025-04-30 13:05:00,13:37,2025-04-30 13:37:00,32,1,22.0,107,88,20
Milan,MXP,Helvetic Airways,E190,2025-04-30 13:05:00,13:26,2025-04-30 13:26:00,21,1,22.0,108,57,41
San Francisco,SFO,Swiss,B77W,2025-04-30 13:10:00,14:00,2025-04-30 14:00:00,50,1,22.0,145,88,20
Malaga,AGP,Swiss,A321,2025-04-30 13:10:00,13:50,2025-04-30 13:50:00,40,1,22.0,98,88,4
Corfu,CFU,Edelweiss Air,A320,2025-04-30 13:10:00,13:28,2025-04-30 13:28:00,18,1,22.0,46,34,3
Gran Canaria,LPA,Edelweiss Air,A320,2025-04-30 13:25:00,13:59,2025-04-30 13:59:00,34,1,22.0,67,34,3
Munich,MUC,Helvetic Airways,E195,2025-04-30 13:15:00,13:39,2025-04-30 13:39:00,24,1,22.0,111,57,42
Tampa,TPA,Edelweiss Air,A343,2025-04-30 13:15:00,14:01,2025-04-30 14:01:00,46,1,22.0,161,34,7
Toronto,YYZ,Air Canada,B77L,2025-04-30 13:25:00,13:41,2025-04-30 13:41:00,16,1,22.0,170,7,19
Tokyo,NRT,Swiss,B77W,2025-04-30 13:00:00,13:19,2025-04-30 13:19:00,19,1,22.0,169,88,20
Bangkok,BKK,Thai Airways,B77W,2025-04-30 13:30:00,13:51,2025-04-30 13:51:00,21,1,22.0,12,91,20
Hong Kong,HKG,Cathay Pacific,A359,2025-04-30 13:30:00,13:40,2025-04-30 13:40:00,10,1,22.0,73,25,8
Berlin,BER,Helvetic Airways,E290,2025-04-30 13:35:00,13:56,2025-04-30 13:56:00,21,1,22.0,18,57,43
New York,JFK,Delta Air Lines,B764,2025-04-30 13:35:00,13:45,2025-04-30 13:45:00,10,1,22.0,115,33,17
Lisbon,LIS,TAP Air Portugal,A20N,2025-04-30 13:50:00,15:19,2025-04-30 15:19:00,89,1,22.0,90,90,0
New York,JFK,Swiss,A333,2025-04-30 13:15:00,13:29,2025-04-30 13:29:00,14,1,22.0,115,88,6
Marsa Alam,RMF,Air Cairo,A20N,2025-04-30 14:05:00,14:16,2025-04-30 14:16:00,11,1,23.7,104,6,0
London,LTN,easyJet,A319,2025-04-30 14:50:00,15:26,2025-04-30 15:26:00,36,1,23.7,92,98,2
Frankfurt,FRA,CityJet,CRJX,2025-04-30 14:40:00,15:00,2025-04-30 15:00:00,20,1,23.7,61,27,38
Amsterdam,AMS,KLM,E190,2025-04-30 14:20:00,14:29,2025-04-30 14:29:00,9,1,23.7,5,65,41
London,LCY,British Airways,E190,2025-04-30 14:55:00,15:05,2025-04-30 15:05:00,10,1,23.7,92,22,41
Izmir,ADB,SunExpress,B738,2025-04-30 14:55:00,15:24,2025-04-30 15:24:00,29,1,23.7,77,87,14
Maribor,MBX,Comlux,GLEX,2025-04-30 14:00:00,14:04,2025-04-30 14:04:00,4,1,23.7,102,28,50
Cairo,CAI,Egyptair,B738,2025-04-30 14:55:00,15:45,2025-04-30 15:45:00,50,1,23.7,36,35,14
Oslo,OSL,SAS,A20N,2025-04-30 14:00:00,14:06,2025-04-30 14:06:00,6,1,23.7,122,80,0
Split,SPU,Croatia Airlines,DH8D,2025-04-30 14:40:00,15:03,2025-04-30 15:03:00,23,1,23.7,156,31,39
Agadir,AGA,Edelweiss Air,A320,2025-04-30 14:55:00,15:37,2025-04-30 15:37:00,42,1,23.7,1,34,3
Hamburg,HAM,Eurowings,A319,2025-04-30 15:55:00,16:09,2025-04-30 16:09:00,14,1,24.4,69,45,2
Porto,OPO,easyJet,A20N,2025-04-30 15:40:00,16:41,2025-04-30 16:41:00,61,1,24.4,132,98,0
Dusseldorf,DUS,Eurowings,A319,2025-04-30 15:40:00,15:47,2025-04-30 15:47:00,7,1,24.4,55,45,2
Palma de Mallorca,PMI,Swiss,A320,2025-04-30 15:35:00,15:51,2025-04-30 15:51:00,16,1,24.4,125,88,3
London,LHR,Swiss,A20N,2025-04-30 15:35:00,15:53,2025-04-30 15:53:00,18,1,24.4,92,88,0
Saint-Tropez,LTT,NetJets Europe,C68A,2025-04-30 15:20:00,15:22,2025-04-30 15:22:00,2,1,24.4,143,73,32
London,LHR,British Airways,A320,2025-04-30 15:20:00,15:31,2025-04-30 15:31:00,11,1,24.4,92,22,3
Antalya,AYT,Edelweiss Air,A320,2025-04-30 15:05:00,15:21,2025-04-30 15:21:00,16,1,24.4,6,34,3
Bergerac,EGC,NetJets Europe,C56X,2025-04-30 15:00:00,15:18,2025-04-30 15:18:00,18,1,24.4,17,73,30
Amsterdam,AMS,NetJets Europe,CL35,2025-04-30 15:00:00,14:47,2025-04-30 14:47:00,-13,1,24.4,5,73,34
Istanbul,IST,Turkish Airlines,B738,2025-04-30 15:00:00,15:06,2025-04-30 15:06:00,6,1,24.4,76,93,14
Dubai,DXB,Emirates,A388,2025-04-30 15:25:00,15:44,2025-04-30 15:44:00,19,1,24.4,52,38,10
Vienna,VIE,Air Baltic,BCS3,2025-04-30 15:05:00,15:16,2025-04-30 15:16:00,11,1,24.4,175,5,24
Palma de Mallorca,PMI,VistaJet,E55P,2025-04-30 15:00:00,15:02,2025-04-30 15:02:00,2,1,24.4,125,95,48
Marseille,MRS,Helvetic Airways,E190,2025-04-30 16:55:00,17:08,2025-04-30 17:08:00,13,1,24.1,105,57,41
Heraklion,HER,Enter Air,B738,2025-04-30 16:00:00,16:18,2025-04-30 16:18:00,18,1,24.1,72,39,14
Faro,FAO,Edelweiss Air,A320,2025-04-30 16:20:00,16:27,2025-04-30 16:27:00,7,1,24.1,59,34,3
Madrid,MAD,Swiss,BCS1,2025-04-30 16:25:00,16:39,2025-04-30 16:39:00,14,1,24.1,97,88,23
Dublin,DUB,Swiss,BCS3,2025-04-30 16:30:00,16:56,2025-04-30 16:56:00,26,1,24.1,53,88,24
Berlin,BER,Helvetic Airways,E295,2025-04-30 16:30:00,16:54,2025-04-30 16:54:00,24,1,24.1,18,57,44
Riyadh,RUH,Saudia,A320,2025-04-30 16:40:00,17:04,2025-04-30 17:04:00,24,1,24.1,141,81,3
Doha,DOH,Qatar Airways,A359,2025-04-30 16:40:00,16:51,2025-04-30 16:51:00,11,1,24.1,50,77,8
Graz,GRZ,Swiss,BCS3,2025-04-30 16:45:00,17:13,2025-04-30 17:13:00,28,1,24.1,68,88,24
Istanbul,SAW,Pegasus,A21N,2025-04-30 16:00:00,16:34,2025-04-30 16:34:00,34,1,24.1,76,76,1
Naples,NAP,Helvetic Airways,E195,2025-04-30 16:45:00,17:03,2025-04-30 17:03:00,18,1,24.1,113,57,42
Stuttgart,STR,Swiss,BCS3,2025-04-30 16:50:00,17:12,2025-04-30 17:12:00,22,1,24.1,158,88,24
Skopje,SKP,Chair Airlines,A319,2025-04-30 16:55:00,16:59,2025-04-30 16:59:00,4,1,24.1,154,26,2
Munich,MUC,Helvetic Airways,E295,2025-04-30 16:55:00,17:06,2025-04-30 17:06:00,11,1,24.1,111,57,44
Alicante,ALC,Air Baltic,BCS3,2025-04-30 16:55:00,17:51,2025-04-30 17:51:00,56,1,24.1,3,5,24
London,LCY,Helvetic Airways,E290,2025-04-30 16:50:00,17:21,2025-04-30 17:21:00,31,1,24.1,92,57,43
Podgorica,TGD,Air Montenegro,E195,2025-04-30 16:00:00,16:04,2025-04-30 16:04:00,4,1,24.1,130,12,42
Copenhagen,CPH,Helvetic Airways,E195,2025-04-30 17:15:00,17:31,2025-04-30 17:31:00,16,1,24.3,45,57,42
Pristina,PRN,Chair Airlines,A320,2025-04-30 17:15:00,18:24,2025-04-30 18:24:00,69,1,24.3,134,26,3
Nice,NCE,Air Baltic,BCS3,2025-04-30 17:10:00,17:29,2025-04-30 17:29:00,19,1,24.3,116,5,24
London,LGW,Swiss,BCS1,2025-04-30 17:10:00,17:27,2025-04-30 17:27:00,17,1,24.3,92,88,23
Krakow,KRK,Helvetic Airways,E295,2025-04-30 17:15:00,17:23,2025-04-30 17:23:00,8,1,24.3,84,57,44
Florence,FLR,Helvetic Airways,E290,2025-04-30 17:15:00,18:37,2025-04-30 18:37:00,82,1,24.3,60,57,43
Rome,FCO,Swiss,A321,2025-04-30 17:45:00,18:16,2025-04-30 18:16:00,31,1,24.3,142,88,4
Milan,MXP,Swiss,A20N,2025-04-30 17:45:00,18:12,2025-04-30 18:12:00,27,1,24.3,108,88,0
Skopje,SKP,Edelweiss Air,A320,2025-04-30 17:40:00,17:59,2025-04-30 17:59:00,19,1,24.3,154,34,3
Budapest,BUD,Swiss,A320,2025-04-30 17:40:00,18:20,2025-04-30 18:20:00,40,1,24.3,34,88,3
Wroclaw,WRO,Helvetic Airways,E190,2025-04-30 17:40:00,18:14,2025-04-30 18:14:00,34,1,24.3,180,57,41
Hamburg,HAM,Swiss,BCS1,2025-04-30 17:40:00,18:03,2025-04-30 18:03:00,23,1,24.3,69,88,23
Amsterdam,AMS,KLM,B738,2025-04-30 17:35:00,17:50,2025-04-30 17:50:00,15,1,24.3,5,65,14
Hannover,HAJ,Air Baltic,BCS3,2025-04-30 17:35:00,17:55,2025-04-30 17:55:00,20,1,24.3,70,5,24
Amsterdam,AMS,Swiss,BCS3,2025-04-30 17:35:00,18:02,2025-04-30 18:02:00,27,1,24.3,5,88,24
Boston,BOS,Swiss,A333,2025-04-30 17:35:00,18:07,2025-04-30 18:07:00,32,1,24.3,27,88,6
Venice,VCE,Swiss,A21N,2025-04-30 17:30:00,18:00,2025-04-30 18:00:00,30,1,24.3,174,88,1
Berlin,BER,Swiss,BCS3,2025-04-30 17:30:00,17:57,2025-04-30 17:57:00,27,1,24.3,18,88,24
Paris,CDG,Swiss,A20N,2025-04-30 17:30:00,18:05,2025-04-30 18:05:00,35,1,24.3,126,88,0
Ljubljana,LJU,Air Baltic,BCS3,2025-04-30 17:25:00,17:40,2025-04-30 17:40:00,15,1,24.3,91,5,24
Belgrade,BEG,Swiss,BCS1,2025-04-30 17:25:00,17:41,2025-04-30 17:41:00,16,1,24.3,16,88,23
Luxembourg,LUX,Swiss,A320,2025-04-30 17:25:00,17:35,2025-04-30 17:35:00,10,1,24.3,95,88,3
Barcelona,BCN,Swiss,A321,2025-04-30 17:20:00,17:54,2025-04-30 17:54:00,34,1,24.3,13,88,4
Birmingham,BHX,Helvetic Airways,E190,2025-04-30 17:20:00,17:33,2025-04-30 17:33:00,13,1,24.3,21,57,41
New York,EWR,Swiss,A333,2025-04-30 17:20:00,17:42,2025-04-30 17:42:00,22,1,24.3,115,88,6
Prague,PRG,Swiss,A320,2025-04-30 17:05:00,17:20,2025-04-30 17:20:00,15,1,24.3,133,88,3
Dusseldorf,DUS,Helvetic Airways,E190,2025-04-30 17:05:00,17:25,2025-04-30 17:25:00,20,1,24.3,55,57,41
Bangkok,BKK,Swiss,B77W,2025-04-30 17:55:00,18:35,2025-04-30 18:35:00,40,1,24.3,12,88,20
Ibiza,IBZ,Edelweiss Air,A359,2025-04-30 17:00:00,17:46,2025-04-30 17:46:00,46,1,24.3,75,34,8
Brussels,BRU,Swiss,A20N,2025-04-30 17:55:00,18:30,2025-04-30 18:30:00,35,1,24.3,32,88,0
Dusseldorf,DUS,Helvetic Airways,E295,2025-04-30 17:55:00,18:17,2025-04-30 18:17:00,22,1,24.3,55,57,44
